season,celebrity_name,ballroom_partner,week,score_week_total,num_judges,has_bonus,active,elimination_week,eliminated,finals_week,placement,results,age,industry_dummy,z_J,p_prev,underdog,S,region_us,log_f_ratio,f
1,Kelly Monaco,Alec Mazo,4,26.0,3,0,1,7.0,0,5,1,1st Place,29,1,1.0,4.0,0.0,1.1766968108291043,1,-0.12333156213557153,0.19739505921070485
1,Kelly Monaco,Alec Mazo,5,23.5,3,1,1,7.0,0,5,1,1st Place,29,1,0.8703703703703703,1.0,1.0,-0.4319342127906794,1,0.7897912682377982,0.6204600098260898
1,Kelly Monaco,Alec Mazo,6,27.5,3,1,1,7.0,0,5,1,1st Place,29,1,1.0,2.0,0.0,1.0,1,0.25410208707978965,0.6243853967065147
1,Rachel Hunter,Jonathan Roberts,1,20.0,3,0,1,4.0,0,5,4,Eliminated Week 4,35,0,1.0,0.0,0.0,0.7399400733959433,0,0.2258532493098129,0.20296277902254226
1,Rachel Hunter,Jonathan Roberts,2,24.0,3,0,1,4.0,0,5,4,Eliminated Week 4,35,0,0.9230769230769231,2.0,0.0,0.9444967967061587,0,0.821332321298869,0.3018899673990648
1,Rachel Hunter,Jonathan Roberts,3,26.0,3,0,1,4.0,0,5,4,Eliminated Week 4,35,0,1.0,2.0,0.0,1.0798110495980342,0,0.8704394803456472,0.36586926708199563
1,Rachel Hunter,Jonathan Roberts,4,25.0,3,0,1,4.0,1,5,4,Eliminated Week 4,35,0,0.9615384615384616,1.0,0.0,0.7844645405527362,0,0.751420560807448,0.47340876897429257
1,Trista Sutter,Louis van Amstel,1,18.0,3,0,1,2.0,0,5,6,Eliminated Week 2,32,0,0.9,0.0,1.0,-0.06726727939963172,1,0.10699293152828511,0.18021710984821
1,Trista Sutter,Louis van Amstel,2,19.0,3,0,1,2.0,1,5,6,Eliminated Week 2,32,0,0.7307692307692307,4.5,1.0,-0.2874555468236139,1,-0.28934405646657746,0.0994232735758938
10,Aiden Turner,Edyta Sliwinska,1,15.0,3,0,1,4.0,0,10,9,Eliminated Week 4,32,1,0.6,0.0,1.0,-1.2425214883947913,0,-0.04104955073127498,0.07623444143564823
10,Aiden Turner,Edyta Sliwinska,2,19.0,3,0,1,4.0,0,10,9,Eliminated Week 4,32,1,0.6785714285714286,10.0,1.0,-0.23452078799117146,0,-1.352568361906983,0.00859120347955839
10,Aiden Turner,Edyta Sliwinska,3,20.0,3,0,1,4.0,0,10,9,Eliminated Week 4,32,1,0.7692307692307693,8.0,1.0,-0.08317304595021434,0,-0.6117584457761469,0.019409851511563277
10,Aiden Turner,Edyta Sliwinska,4,16.5,3,1,1,4.0,1,10,9,Eliminated Week 4,32,1,0.6346153846153846,7.5,1.0,-1.1901475170165816,0,-1.1001551204174436,0.01956590167639026
10,Buzz Aldrin,Ashly DelGrosso,1,14.0,3,0,1,3.0,0,10,10,Eliminated Week 3,80,0,0.56,0.0,1.0,-1.5531518604934889,1,-1.7010510203407179,0.014495117641005837
10,Buzz Aldrin,Ashly DelGrosso,2,12.0,3,0,1,3.0,0,10,10,Eliminated Week 3,80,0,0.42857142857142855,11.0,1.0,-1.8761663039293717,1,-3.58454245492726,0.0009219767575777188
10,Buzz Aldrin,Ashly DelGrosso,3,13.0,3,0,1,3.0,1,10,10,Eliminated Week 3,80,0,0.5,11.0,1.0,-2.023877451455211,1,-3.581885474967445,0.0009956631492759852
10,Chad Ochocinco,Cheryl Burke,1,18.0,3,0,1,9.0,0,10,4,Eliminated Week 9,32,0,0.72,0.0,1.0,-0.3106303720986978,1,0.12401051992513805,0.08991577677551625
10,Chad Ochocinco,Cheryl Burke,2,16.0,3,0,1,9.0,0,10,4,Eliminated Week 9,32,0,0.5714285714285714,7.0,1.0,-0.9380831519646858,1,-0.33947636098929296,0.02366106403644799
10,Chad Ochocinco,Cheryl Burke,3,20.0,3,0,1,9.0,0,10,4,Eliminated Week 9,32,0,0.7692307692307693,9.0,1.0,-0.08317304595021434,1,-0.9275429748335894,0.014153985114824097
10,Chad Ochocinco,Cheryl Burke,4,22.0,3,1,1,9.0,0,10,4,Eliminated Week 9,32,0,0.8461538461538461,7.5,0.0,0.4020768638569534,1,-0.7208613136507293,0.02859071879672051
10,Chad Ochocinco,Cheryl Burke,5,18.0,3,0,1,9.0,0,10,4,Eliminated Week 9,32,0,0.6206896551724138,4.0,1.0,-0.8212299340934686,1,0.0946621813179861,0.07360932400819242
10,Chad Ochocinco,Cheryl Burke,6,30.999899999999997,3,1,1,9.0,0,10,4,Eliminated Week 9,32,0,0.8611107253075703,6.5,0.0,0.2981409476492496,1,-0.745982986783817,0.04594730771060287
10,Chad Ochocinco,Cheryl Burke,7,26.0,3,1,1,9.0,0,10,4,Eliminated Week 9,32,0,0.9629629629629629,3.0,0.0,0.0940720868383584,1,0.30279921695505524,0.1738067319599981
10,Chad Ochocinco,Cheryl Burke,8,22.5,3,1,1,9.0,0,10,4,Eliminated Week 9,32,0,0.7627118644067796,3.0,1.0,-0.9570202978345288,1,-0.01083049987115871,0.14182644069882389
10,Chad Ochocinco,Cheryl Burke,9,26.0,3,1,1,9.0,1,10,4,Eliminated Week 9,32,0,0.8813559322033898,4.0,1.0,-1.5666989036012806,1,-0.7549677328375444,0.10426902553567739
10,Erin Andrews,Maksim Chmerkoskiy,1,21.0,3,0,1,11.0,0,10,3,3rd Place,32,0,0.84,0.0,0.0,0.6212607441973956,1,0.36706251993961286,0.11465474767322804
10,Erin Andrews,Maksim Chmerkoskiy,2,23.0,3,0,1,11.0,0,10,3,3rd Place,32,0,0.8214285714285714,3.5,0.0,0.7035623639735145,1,1.2928969950000784,0.12105006077910255
10,Erin Andrews,Maksim Chmerkoskiy,3,23.0,3,0,1,11.0,0,10,3,3rd Place,32,0,0.8846153846153846,3.0,0.0,0.7485574135519271,1,1.4668792019037284,0.15515403454782353
10,Erin Andrews,Maksim Chmerkoskiy,4,19.5,3,1,1,11.0,0,10,3,3rd Place,32,0,0.75,2.5,1.0,-0.3216614910855625,1,0.856934558843929,0.1385010656824689
10,Erin Andrews,Maksim Chmerkoskiy,5,22.0,3,0,1,11.0,0,10,3,3rd Place,32,0,0.7586206896551724,5.0,0.0,0.08495482076828985,1,-0.003470611949243798,0.06672895117427265
10,Erin Andrews,Maksim Chmerkoskiy,6,34.0,3,1,1,11.0,0,10,3,3rd Place,32,0,0.9444470679085221,4.0,0.0,1.0807870225614502,1,0.23674928021488253,0.12275954488229507
10,Erin Andrews,Maksim Chmerkoskiy,7,25.5,3,1,1,11.0,0,10,3,3rd Place,32,0,0.9444444444444444,2.0,1.0,-0.47036043419179996,1,0.5218411944945639,0.2163691384960808
10,Erin Andrews,Maksim Chmerkoskiy,8,26.5,3,1,1,11.0,0,10,3,3rd Place,32,0,0.8983050847457628,4.5,1.0,0.4101515562147977,1,-0.4125486609790901,0.09490590246272398
10,Erin Andrews,Maksim Chmerkoskiy,9,28.0,3,1,1,11.0,0,10,3,3rd Place,32,0,0.9491525423728814,2.5,1.0,-0.17407765595569785,1,-0.147310535126271,0.19145093101578844
10,Erin Andrews,Maksim Chmerkoskiy,10,26.9998,3,1,1,11.0,0,10,3,3rd Place,32,0,0.9382195241454321,3.0,1.0,-0.6419515311304462,1,-0.5233461651134828,0.18564836269502769
10,Evan Lysacek,Anna Trebunskaya,1,23.0,3,0,1,11.0,0,10,2,2nd Place,24,0,0.92,0.0,0.0,1.2425214883947913,1,0.7252412351376873,0.16403898841218173
10,Evan Lysacek,Anna Trebunskaya,2,24.0,3,0,1,11.0,0,10,2,2nd Place,24,0,0.8571428571428571,2.0,0.0,0.9380831519646858,1,2.1452457888097993,0.28388038767702195
10,Evan Lysacek,Anna Trebunskaya,3,26.0,3,0,1,11.0,0,10,2,2nd Place,24,0,1.0,2.0,0.0,1.5802878730540686,1,2.2202265971005506,0.3295624250699818
10,Evan Lysacek,Anna Trebunskaya,4,26.0,3,0,1,11.0,0,10,2,2nd Place,24,0,1.0,1.0,0.0,1.560058231764979,1,2.047802806064959,0.4556597037783445
10,Evan Lysacek,Anna Trebunskaya,5,27.0,3,0,1,11.0,0,10,2,2nd Place,24,0,0.9310344827586207,1.0,0.0,1.217685764345488,1,1.8856424460299088,0.4413119377859972
10,Evan Lysacek,Anna Trebunskaya,6,27.0,3,0,1,11.0,0,10,2,2nd Place,24,0,0.7500020833391204,2.0,1.0,-0.7453262817902042,1,0.9141763959262506,0.2416896918039472
10,Evan Lysacek,Anna Trebunskaya,7,27.0,3,0,1,11.0,0,10,2,2nd Place,24,0,1.0,5.0,0.0,1.2229371288986752,1,-0.1012046474935419,0.11604059439627849
10,Evan Lysacek,Anna Trebunskaya,8,26.5,3,1,1,11.0,0,10,2,2nd Place,24,0,0.8983050847457628,1.5,1.0,0.4101515562147977,1,0.9426490708419887,0.368000255388641
10,Evan Lysacek,Anna Trebunskaya,9,29.5,3,1,1,11.0,0,10,2,2nd Place,24,0,1.0,2.5,0.0,0.8703882797784892,1,0.3028982199104939,0.30031751428597175
10,Evan Lysacek,Anna Trebunskaya,10,26.888699999999996,3,1,1,11.0,0,10,2,2nd Place,24,0,0.9343588959506839,1.5,1.0,-0.770318728950093,1,0.2889316987794783,0.41827211986156276
10,Jake Pavelka,Chelsie Hightower,1,20.0,3,0,1,6.0,0,10,7,Eliminated Week 6,32,0,0.8,0.0,0.0,0.3106303720986978,1,0.326561176074289,0.11010385698048966
10,Jake Pavelka,Chelsie Hightower,2,20.0,3,0,1,6.0,0,10,7,Eliminated Week 6,32,0,0.7142857142857143,5.0,1.0,0.0,1,0.5238524319083465,0.056101335749200114
10,Jake Pavelka,Chelsie Hightower,3,21.0,3,0,1,6.0,0,10,7,Eliminated Week 6,32,0,0.8076923076923077,6.5,1.0,0.19407044055049946,1,0.009752045331624465,0.03613605925612681
10,Jake Pavelka,Chelsie Hightower,4,19.0,3,1,1,6.0,0,10,7,Eliminated Week 6,32,0,0.7307692307692307,5.0,1.0,-0.46640916207406574,1,-0.06088866138603281,0.055315590786118515
10,Jake Pavelka,Chelsie Hightower,5,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6,32,0,0.7931034482758621,6.0,0.0,0.31150100948372944,1,-0.32789622845908906,0.048241193492088566
10,Jake Pavelka,Chelsie Hightower,6,24.999899999999997,3,1,1,6.0,1,10,7,Eliminated Week 6,32,0,0.6944435956766546,3.0,1.0,-1.2670990275093112,1,0.2214049650045678,0.12089026184108416
10,Kate Gosselin,Tony Dovolani,1,16.0,3,0,1,5.0,0,10,8,Eliminated Week 5,35,0,0.64,0.0,1.0,-0.9318911162960933,1,-0.060933178105794676,0.07473359479411819
10,Kate Gosselin,Tony Dovolani,2,15.0,3,0,1,5.0,0,10,8,Eliminated Week 5,35,0,0.5357142857142857,9.0,1.0,-1.1726039399558574,1,-1.1982604216908137,0.010024647082097857
10,Kate Gosselin,Tony Dovolani,3,15.0,3,0,1,5.0,0,10,8,Eliminated Week 5,35,0,0.5769230769230769,10.0,1.0,-1.4693904784537835,1,-1.5855425526042777,0.007330154842939084
10,Kate Gosselin,Tony Dovolani,4,16.0,3,1,1,5.0,0,10,8,Eliminated Week 5,35,0,0.6153846153846154,9.0,1.0,-1.3348951880050848,1,-1.7190227437693644,0.010537293405009768
10,Kate Gosselin,Tony Dovolani,5,15.0,3,0,1,5.0,1,10,8,Eliminated Week 5,35,0,0.5172413793103449,9.0,1.0,-1.5008685002397875,1,-1.910726524395832,0.009908401136115356
10,Nicole Scherzinger,Derek Hough,1,25.0,3,0,1,11.0,0,10,1,1st Place,31,0,1.0,0.0,0.0,1.8637822325921867,1,0.5637148988343368,0.1395716092467175
10,Nicole Scherzinger,Derek Hough,2,28.0,3,0,1,11.0,0,10,1,1st Place,31,0,1.0,1.0,0.0,1.8761663039293717,1,2.406704989555556,0.36871064629190137
10,Nicole Scherzinger,Derek Hough,3,23.0,3,0,1,11.0,0,10,1,1st Place,31,0,0.8846153846153846,1.0,0.0,0.7485574135519271,1,2.2202073415729244,0.3295560792326978
10,Nicole Scherzinger,Derek Hough,4,25.0,3,1,1,11.0,0,10,1,1st Place,31,0,0.9615384615384616,2.5,0.0,1.2705628897879726,1,1.2273193299836311,0.20058995333457652
10,Nicole Scherzinger,Derek Hough,5,29.0,3,0,1,11.0,0,10,1,1st Place,31,0,1.0,2.0,0.0,1.670778141776367,1,1.3536027570941023,0.2592291133985188
10,Nicole Scherzinger,Derek Hough,6,35.9999,3,1,1,11.0,0,10,1,1st Place,31,0,1.0,1.0,0.0,1.602507593614717,1,1.4056671981360611,0.39510258509664925
10,Nicole Scherzinger,Derek Hough,7,27.0,3,0,1,11.0,0,10,1,1st Place,31,0,1.0,1.0,0.0,1.2229371288986752,1,1.093628600943996,0.3832828889617649
10,Nicole Scherzinger,Derek Hough,8,29.5,3,1,1,11.0,0,10,1,1st Place,31,0,1.0,1.5,0.0,1.4355304467517926,1,0.9246375335281642,0.3614313407697664
10,Nicole Scherzinger,Derek Hough,9,29.5,3,1,1,11.0,0,10,1,1st Place,31,0,1.0,1.0,0.0,0.8703882797784892,1,0.5993800480533216,0.4039625291625624
10,Nicole Scherzinger,Derek Hough,10,28.7777,3,1,1,11.0,0,10,1,1st Place,31,0,1.0,1.5,0.0,1.4122702600805515,1,0.23441446633400462,0.39607951744340963
10,Niecy Nash,Louis van Amstel,1,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8,40,1,0.72,0.0,1.0,-0.3106303720986978,1,-0.19672154660272984,0.06524447394055188
10,Niecy Nash,Louis van Amstel,2,21.0,3,0,1,8.0,0,10,5,Eliminated Week 8,40,1,0.75,7.0,0.0,0.23452078799117146,1,-0.3578508882713191,0.023230273080229576
10,Niecy Nash,Louis van Amstel,3,21.0,3,0,1,8.0,0,10,5,Eliminated Week 8,40,1,0.8076923076923077,5.0,1.0,0.19407044055049946,1,0.22803083098058213,0.04495086587528901
10,Niecy Nash,Louis van Amstel,4,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8,40,1,0.6923076923076923,5.0,1.0,-0.7559045040510721,1,-0.420564327784405,0.038604896989139534
10,Niecy Nash,Louis van Amstel,5,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8,40,1,0.6206896551724138,7.0,1.0,-0.8212299340934686,1,-1.3040915895635337,0.018174471266112355
10,Niecy Nash,Louis van Amstel,6,25.9998,3,1,1,8.0,0,10,5,Eliminated Week 8,40,1,0.7222186728296468,6.5,1.0,-1.0062517856491362,1,-1.328895891169413,0.025650994710018176
10,Niecy Nash,Louis van Amstel,7,24.5,3,1,1,8.0,0,10,5,Eliminated Week 8,40,1,0.9074074074074074,6.0,1.0,-1.5992254762521168,1,-1.2737543888245837,0.03592345196343799
10,Niecy Nash,Louis van Amstel,8,21.5,3,1,1,8.0,1,10,5,Eliminated Week 8,40,1,0.7288135593220338,6.0,1.0,-1.2988132613468604,1,-1.4439074435199022,0.03383606068004476
10,Pamela Anderson,Damian Whitewood,1,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7,42,0,0.84,0.0,0.0,0.6212607441973956,0,0.020592485605329596,0.08108154561636884
10,Pamela Anderson,Damian Whitewood,2,22.0,3,0,1,7.0,0,10,6,Eliminated Week 7,42,0,0.7857142857142857,3.5,0.0,0.4690415759823429,0,0.9102650465003276,0.08256387506518544
10,Pamela Anderson,Damian Whitewood,3,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7,42,0,0.8076923076923077,4.0,1.0,0.19407044055049946,0,0.5616334312920511,0.0627508813994785
10,Pamela Anderson,Damian Whitewood,4,23.5,3,1,1,7.0,0,10,6,Eliminated Week 7,42,0,0.9038461538461539,5.0,0.0,0.836319876822463,0,-0.11056452788454632,0.05263487555123145
10,Pamela Anderson,Damian Whitewood,5,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7,42,0,0.7241379310344828,3.0,1.0,-0.14159136794714974,0,0.21227756992570046,0.08279660773870286
10,Pamela Anderson,Damian Whitewood,6,29.9998,3,1,1,7.0,0,10,6,Eliminated Week 7,42,0,0.8333300925835906,5.0,1.0,0.03724153112323776,0,-0.7031189613285319,0.047959613955403206
10,Pamela Anderson,Damian Whitewood,7,25.5,3,1,1,7.0,1,10,6,Eliminated Week 7,42,0,0.9444444444444444,4.0,1.0,-0.47036043419179996,0,-0.5433099760754874,0.07457719422243991
10,Shannen Doherty,Mark Ballas,1,18.0,3,0,1,2.0,0,10,11,Eliminated Week 2,38,1,0.72,0.0,1.0,-0.3106303720986978,1,-0.12742753973587326,0.0699258474841738
10,Shannen Doherty,Mark Ballas,2,20.0,3,0,1,2.0,1,10,11,Eliminated Week 2,38,1,0.7142857142857143,7.0,1.0,0.0,1,-0.4462667639884327,0.021264530001676833
11,Audrina Patridge,Tony Dovolani,1,19.0,3,0,1,6.0,0,10,7,Eliminated Week 6,25,0,0.7916666666666666,0.0,0.0,0.02582849991008094,1,0.6100624581969427,0.12665712299788978
11,Audrina Patridge,Tony Dovolani,2,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6,25,0,0.9583333333333334,5.5,0.0,0.9245311946511805,1,0.899905445712324,0.0950944765562841
11,Audrina Patridge,Tony Dovolani,3,26.0,3,0,1,6.0,0,10,7,Eliminated Week 6,25,0,1.0,2.0,0.0,1.5550318345163545,1,1.90786696153459,0.3267471865494982
11,Audrina Patridge,Tony Dovolani,4,23.0,3,1,1,6.0,0,10,7,Eliminated Week 6,25,0,0.8214285714285714,1.0,0.0,0.7463350358856324,1,2.0284270401993196,0.43935033249573596
11,Audrina Patridge,Tony Dovolani,5,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6,25,0,0.8518518518518519,3.0,1.0,0.09166984970282113,1,0.9370332366130304,0.20048340976568288
11,Audrina Patridge,Tony Dovolani,6,31.9998,3,1,1,6.0,1,10,7,Eliminated Week 6,25,0,0.8888858024605625,5.0,0.0,0.6190785667501139,1,0.1360609692121437,0.12138171966226326
11,Brandy,Maksim Chmerkoskiy,1,23.0,3,0,1,9.0,0,10,4,Eliminated Week 9,31,0,0.9583333333333334,0.0,0.0,1.2655964955939836,1,0.5709360370352227,0.12179717914743587
11,Brandy,Maksim Chmerkoskiy,2,21.0,3,0,1,9.0,0,10,4,Eliminated Week 9,31,0,0.875,2.5,1.0,0.28891599832849413,1,1.5641193613274782,0.18476501030495662
11,Brandy,Maksim Chmerkoskiy,3,24.0,3,0,1,9.0,0,10,4,Eliminated Week 9,31,0,0.9230769230769231,6.0,0.0,0.7575796116874545,1,0.18473546872147678,0.05832642497528971
11,Brandy,Maksim Chmerkoskiy,4,24.0,3,0,1,9.0,0,10,4,Eliminated Week 9,31,0,0.8571428571428571,3.0,0.0,0.9862284402774429,1,1.1380257975284496,0.18034936313320024
11,Brandy,Maksim Chmerkoskiy,5,27.0,3,0,1,9.0,0,10,4,Eliminated Week 9,31,0,1.0,2.0,0.0,1.5583874449479593,1,1.3600447298278249,0.30604831823845685
11,Brandy,Maksim Chmerkoskiy,6,35.9999,3,1,1,9.0,0,10,4,Eliminated Week 9,31,0,1.0,1.0,0.0,1.6388048627740608,1,1.478048079154717,0.46448413275945166
11,Brandy,Maksim Chmerkoskiy,7,36.5,4,1,1,9.0,0,10,4,Eliminated Week 9,31,0,1.0,1.0,0.0,1.194648260376006,1,1.396709196406862,0.47797319172765734
11,Brandy,Maksim Chmerkoskiy,8,28.5,3,1,1,9.0,0,10,4,Eliminated Week 9,31,0,1.0,1.5,0.0,0.8856148855400954,1,0.8649414673967253,0.41472529383336526
11,Brandy,Maksim Chmerkoskiy,9,28.5,3,1,1,9.0,1,10,4,Eliminated Week 9,31,0,0.95,1.5,1.0,0.0,1,0.36687099117653876,0.33743088486386486
11,Bristol Palin,Mark Ballas,1,18.0,3,0,1,11.0,0,10,3,3rd Place,19,0,0.75,0.0,1.0,-0.2841134990108947,1,0.6542076105192973,0.13237367160514624
11,Bristol Palin,Mark Ballas,2,22.0,3,0,1,11.0,0,10,3,3rd Place,19,0,0.9166666666666666,7.5,0.0,0.6067235964898373,1,0.3469174302174133,0.05470104820241458
11,Bristol Palin,Mark Ballas,3,19.0,3,0,1,11.0,0,10,3,3rd Place,19,0,0.7307692307692307,3.5,1.0,-1.2360509453847957,1,1.1825849624463043,0.15820706974235524
11,Bristol Palin,Mark Ballas,4,16.0,3,1,1,11.0,0,10,3,3rd Place,19,0,0.5714285714285714,9.0,1.0,-0.9329187948570408,1,-1.0130968517199597,0.02098427246322525
11,Bristol Palin,Mark Ballas,5,18.0,3,0,1,11.0,0,10,3,3rd Place,19,0,0.6666666666666666,8.0,1.0,-1.7417271443536015,1,-0.8392938049745416,0.03393355871848207
11,Bristol Palin,Mark Ballas,6,27.9998,3,1,1,11.0,0,10,3,3rd Place,19,0,0.7777743827066187,8.0,1.0,-0.4006222367537464,1,-0.9681307284299118,0.040235455730695986
11,Bristol Palin,Mark Ballas,7,32.5,4,1,1,11.0,0,10,3,3rd Place,19,0,0.8904109589041096,6.0,1.0,-1.5359763347691506,1,-0.2167401573323151,0.09521193417558116
11,Bristol Palin,Mark Ballas,8,23.5,3,1,1,11.0,0,10,3,3rd Place,19,0,0.8245614035087719,6.0,1.0,-1.328422328310143,1,-0.6355124894446416,0.09249572263250297
11,Bristol Palin,Mark Ballas,9,26.5,3,1,1,11.0,0,10,3,3rd Place,19,0,0.8833333333333333,5.0,1.0,-1.5689290811054724,1,-0.5425591958104552,0.1359015214917138
11,Bristol Palin,Mark Ballas,10,25.666600000000003,3,1,1,11.0,0,10,3,3rd Place,19,0,0.8555533333333334,4.0,1.0,-1.120610202567265,1,-0.31986278125912715,0.23071835367900048
11,David Hasselhoff,Kym Johnson,1,15.0,3,0,1,1.0,1,10,12,Eliminated Week 1,58,1,0.625,0.0,1.0,-1.2139394957738217,1,-0.8671482620239861,0.028912467290780324
11,Florence Henderson,Corky Ballas,1,18.0,3,0,1,5.0,0,10,8,Eliminated Week 5,76,1,0.75,0.0,1.0,-0.2841134990108947,1,-1.364227624246559,0.017587589900077104
11,Florence Henderson,Corky Ballas,2,19.0,3,0,1,5.0,0,10,8,Eliminated Week 5,76,1,0.7916666666666666,7.5,1.0,-0.3466991979941923,1,-1.9196324725460834,0.005670815696622063
11,Florence Henderson,Corky Ballas,3,20.0,3,0,1,5.0,0,10,8,Eliminated Week 5,76,1,0.7692307692307693,8.0,1.0,-0.8373248339703456,1,-2.413939228979526,0.004337857451937611
11,Florence Henderson,Corky Ballas,4,17.5,3,1,1,5.0,0,10,8,Eliminated Week 5,76,1,0.625,7.5,1.0,-0.5730786882693251,1,-2.438278363060788,0.00504597913610828
11,Florence Henderson,Corky Ballas,5,21.0,3,0,1,5.0,1,10,8,Eliminated Week 5,76,1,0.7777777777777778,6.0,1.0,-0.641688947919748,1,-2.0265441705453964,0.010351734516999294
11,Jennifer Grey,Derek Hough,1,24.0,3,0,1,11.0,0,10,1,1st Place,50,1,1.0,0.0,0.0,1.5755384945149593,1,-0.08872416740064447,0.06297242869659171
11,Jennifer Grey,Derek Hough,2,24.0,3,0,1,11.0,0,10,1,1st Place,50,1,1.0,1.0,0.0,1.2423387928125238,1,1.6493957772063648,0.2012124306723951
11,Jennifer Grey,Derek Hough,3,24.0,3,0,1,11.0,0,10,1,1st Place,50,1,0.9230769230769231,1.0,0.0,0.7575796116874545,1,1.2795892050153168,0.17432284055090946
11,Jennifer Grey,Derek Hough,4,28.0,3,1,1,11.0,0,10,1,1st Place,50,1,1.0,3.0,0.0,1.9458020578446849,1,0.5808243498947415,0.10330589367086784
11,Jennifer Grey,Derek Hough,5,25.0,3,0,1,11.0,0,10,1,1st Place,50,1,0.9259259259259259,1.0,0.0,0.8250286473253902,1,0.9425337050106407,0.2015892008217349
11,Jennifer Grey,Derek Hough,6,29.0,3,0,1,11.0,0,10,1,1st Place,50,1,0.8055577932160923,2.0,1.0,-0.14564605083760626,1,0.09843117135056433,0.11689902056438585
11,Jennifer Grey,Derek Hough,7,36.5,4,1,1,11.0,0,10,1,1st Place,50,1,1.0,5.0,0.0,1.194648260376006,1,-0.7425021803602533,0.056280227239603874
11,Jennifer Grey,Derek Hough,8,28.5,3,1,1,11.0,0,10,1,1st Place,50,1,1.0,1.5,0.0,0.8856148855400954,1,0.16309236310114583,0.205566021364078
