season,week,celebrity_name,ballroom_partner,J,f,j_share,combined_approx,is_eliminated_this_week
11,3,Bristol Palin,Mark Ballas,19.0,0.15820706974235524,0.08597285067873303,0.24417992042108827,False
11,3,Florence Henderson,Corky Ballas,20.0,0.004337857451937611,0.09049773755656108,0.0948355950084987,False
11,3,Jennifer Grey,Derek Hough,24.0,0.17432284055090946,0.1085972850678733,0.28292012561878277,False
11,3,Kurt Warner,Anna Trebunskaya,23.0,0.03765205948289107,0.10407239819004525,0.14172445767293632,False
11,3,Kyle Massey,Lacey Schwimmer,23.0,0.17699528669783865,0.10407239819004525,0.2810676848878839,False
11,3,Margaret Cho,Louis van Amstel,18.0,0.008220932610180042,0.08144796380090498,0.08966889641108503,True
11,3,Rick Fox,Cheryl Burke,24.0,0.04124728180251306,0.1085972850678733,0.14984456687038636,False
11,3,The Situation,Karina Smirnoff,20.0,0.013943060136586957,0.09049773755656108,0.10444079769314804,False
11,4,Audrina Patridge,Tony Dovolani,23.0,0.43935033249573596,0.12849162011173185,0.5678419526074678,False
11,4,Brandy,Maksim Chmerkoskiy,24.0,0.18034936313320024,0.1340782122905028,0.31442757542370303,False
11,4,Bristol Palin,Mark Ballas,16.0,0.02098427246322525,0.0893854748603352,0.11036974732356045,False
11,4,Florence Henderson,Corky Ballas,17.5,0.00504597913610828,0.09776536312849161,0.1028113422645999,False
11,4,Jennifer Grey,Derek Hough,28.0,0.10330589367086784,0.1564245810055866,0.25973047467645444,False
11,4,Kurt Warner,Anna Trebunskaya,17.0,0.03827079454259736,0.09497206703910614,0.1332428615817035,False
11,4,Kyle Massey,Lacey Schwimmer,20.0,0.0922133396018166,0.11173184357541899,0.2039451831772356,False
11,4,Rick Fox,Cheryl Burke,19.5,0.09598090443659713,0.10893854748603352,0.20491945192263064,False
11,4,The Situation,Karina Smirnoff,14.0,0.024499120519851238,0.0782122905027933,0.10271141102264453,True
11,5,Audrina Patridge,Tony Dovolani,23.0,0.20048340976568288,0.12637362637362637,0.3268570361393093,False
11,5,Brandy,Maksim Chmerkoskiy,27.0,0.30604831823845685,0.14835164835164835,0.4543999665901052,False
11,5,Bristol Palin,Mark Ballas,18.0,0.03393355871848207,0.0989010989010989,0.13283465761958096,False
11,5,Florence Henderson,Corky Ballas,21.0,0.010351734516999294,0.11538461538461539,0.1257363499016147,True
11,5,Jennifer Grey,Derek Hough,25.0,0.2015892008217349,0.13736263736263737,0.33895183818437224,False
11,5,Kurt Warner,Anna Trebunskaya,24.0,0.034376059977177374,0.13186813186813187,0.16624419184530925,False
11,5,Kyle Massey,Lacey Schwimmer,20.0,0.14740931593312054,0.10989010989010989,0.2572994258232304,False
11,5,Rick Fox,Cheryl Burke,24.0,0.06580840202834604,0.13186813186813187,0.1976765338964779,False
11,6,Audrina Patridge,Tony Dovolani,31.9998,0.12138171966226326,0.1545889285615942,0.2759706482238575,True
11,6,Brandy,Maksim Chmerkoskiy,35.9999,0.46448413275945166,0.17391314849856981,0.6383972812580214,False
11,6,Bristol Palin,Mark Ballas,27.9998,0.040235455730695986,0.13526519171803963,0.1755006474487356,False
11,6,Jennifer Grey,Derek Hough,29.0,0.11689902056438585,0.14009709211577046,0.2569961126801563,False
11,6,Kurt Warner,Anna Trebunskaya,21.9999,0.08563446430592675,0.10628006954612891,0.19191453385205565,False
11,6,Kyle Massey,Lacey Schwimmer,29.999899999999997,0.058369176722345026,0.14492754323323798,0.20329671995558302,False
11,6,Rick Fox,Cheryl Burke,30.0,0.11299603025493148,0.1449280263266591,0.25792405658159057,False
11,7,Brandy,Maksim Chmerkoskiy,36.5,0.47797319172765734,0.1750599520383693,0.6530331437660266,False
11,7,Bristol Palin,Mark Ballas,32.5,0.09521193417558116,0.15587529976019185,0.25108723393577304,False
11,7,Jennifer Grey,Derek Hough,36.5,0.056280227239603874,0.1750599520383693,0.23134017927797318,False
11,7,Kurt Warner,Anna Trebunskaya,35.0,0.040234476029824134,0.16786570743405277,0.2081001834638769,False
11,7,Kyle Massey,Lacey Schwimmer,33.5,0.1922835367463204,0.1606714628297362,0.3529549995760566,False
11,7,Rick Fox,Cheryl Burke,34.5,0.13801663408101306,0.16546762589928057,0.3034842599802936,True
11,8,Brandy,Maksim Chmerkoskiy,28.5,0.41472529383336526,0.21509433962264152,0.6298196334560068,False
11,8,Bristol Palin,Mark Ballas,23.5,0.09249572263250297,0.17735849056603772,0.2698542131985407,False
11,8,Jennifer Grey,Derek Hough,28.5,0.205566021364078,0.21509433962264152,0.42066036098671955,False
11,8,Kurt Warner,Anna Trebunskaya,24.0,0.13838058957785157,0.1811320754716981,0.31951266504954967,True
11,8,Kyle Massey,Lacey Schwimmer,28.0,0.1488323725922021,0.21132075471698114,0.36015312730918325,False
11,9,Brandy,Maksim Chmerkoskiy,28.5,0.33743088486386486,0.25,0.5874308848638649,True
11,9,Bristol Palin,Mark Ballas,26.5,0.1359015214917138,0.2324561403508772,0.368357661842591,False
11,9,Jennifer Grey,Derek Hough,30.0,0.19867816370223482,0.2631578947368421,0.46183605843907694,False
11,9,Kyle Massey,Lacey Schwimmer,29.0,0.32798942994218644,0.2543859649122807,0.5823753948544672,False
11,10,Bristol Palin,Mark Ballas,25.666600000000003,0.23071835367900048,0.3092368897274452,0.5399552434064456,False
11,10,Jennifer Grey,Derek Hough,30.0,0.28986385542275533,0.36144665408832316,0.6513105095110785,False
11,10,Kyle Massey,Lacey Schwimmer,27.333199999999998,0.4794177908982441,0.3293164561842318,0.8087342470824759,False
