season,week,celebrity_name,ballroom_partner,J,f,j_share,combined_approx,is_eliminated_this_week
27,4,Mary Lou Retton,Sasha Farber,26.0,0.019878124879192594,0.11206896551724138,0.13194709039643399,False
27,4,Milo Manheim,Witney Carson,29.0,0.27908658560518973,0.125,0.40408658560518973,False
27,4,Tinashe,Brandon Armstrong,26.0,0.19897063143701557,0.11206896551724138,0.311039596954257,True
27,5,Alexis Ren,Alan Bersten,29.0,0.18278833937249786,0.13063063063063063,0.31341897000312846,False
27,5,Bobby Bones,Sharna Burgess,21.0,0.011265662557729358,0.0945945945945946,0.10586025715232396,False
27,5,DeMarcus Ware,Lindsay Arnold,26.0,0.03330998684621518,0.11711711711711711,0.1504271039633323,False
27,5,Evanna Lynch,Keo Motsepe,24.0,0.061667511091874135,0.10810810810810811,0.16977561919998224,False
27,5,Joe Amabile,Jenna Johnson,17.0,0.008420262754835104,0.07657657657657657,0.08499683933141168,False
27,5,John Schneider,Emma Slater,24.0,0.008579268924777922,0.10810810810810811,0.11668737703288604,False
27,5,Juan Pablo Di Pace,Cheryl Burke,29.0,0.05471379738218668,0.13063063063063063,0.1853444280128173,False
27,5,Mary Lou Retton,Sasha Farber,25.0,0.08835553503456828,0.11261261261261261,0.2009681476471809,False
27,5,Milo Manheim,Witney Carson,27.0,0.5508996360353154,0.12162162162162163,0.672521257656937,False
27,6,Alexis Ren,Alan Bersten,27.0,0.35577840369830716,0.11790393013100436,0.4736823338293115,False
27,6,Bobby Bones,Sharna Burgess,22.0,0.01428616742998902,0.09606986899563319,0.11035603642562221,False
27,6,DeMarcus Ware,Lindsay Arnold,26.0,0.07377002733342772,0.11353711790393013,0.18730714523735786,False
27,6,Evanna Lynch,Keo Motsepe,29.0,0.04909069055270717,0.12663755458515283,0.17572824513786,False
27,6,Joe Amabile,Jenna Johnson,22.0,0.012278296713810774,0.09606986899563319,0.10834816570944396,False
27,6,John Schneider,Emma Slater,19.0,0.010596811365761492,0.08296943231441048,0.09356624368017197,False
27,6,Juan Pablo Di Pace,Cheryl Burke,30.0,0.20201851150615172,0.13100436681222707,0.3330228783183788,False
27,6,Mary Lou Retton,Sasha Farber,24.0,0.029637832180901796,0.10480349344978165,0.13444132563068345,True
27,6,Milo Manheim,Witney Carson,30.0,0.25254325921894305,0.13100436681222707,0.3835476260311701,False
27,7,Alexis Ren,Alan Bersten,27.5,0.14292873296795677,0.12643678160919541,0.2693655145771522,False
27,7,Bobby Bones,Sharna Burgess,26.5,0.0192938028252696,0.12183908045977011,0.1411328832850397,False
27,7,DeMarcus Ware,Lindsay Arnold,26.5,0.050776282943408045,0.12183908045977011,0.17261536340317815,True
27,7,Evanna Lynch,Keo Motsepe,29.5,0.1705272297362069,0.135632183908046,0.3061594136442529,False
27,7,Joe Amabile,Jenna Johnson,23.5,0.021427956533174895,0.10804597701149425,0.12947393354466916,False
27,7,John Schneider,Emma Slater,27.0,0.005481827735291646,0.12413793103448276,0.1296197587697744,False
27,7,Juan Pablo Di Pace,Cheryl Burke,28.0,0.18321439802559109,0.12873563218390804,0.31195003020949913,False
27,7,Milo Manheim,Witney Carson,29.0,0.4063497692331009,0.13333333333333333,0.5396831025664343,False
27,8,Alexis Ren,Alan Bersten,29.0,0.16068921741835343,0.18012422360248448,0.3408134410208379,False
27,8,Bobby Bones,Sharna Burgess,22.5,0.02582108604143504,0.13975155279503104,0.16557263883646609,False
27,8,Evanna Lynch,Keo Motsepe,29.0,0.36725477521665606,0.18012422360248448,0.5473789988191405,False
27,8,Joe Amabile,Jenna Johnson,23.0,0.01885801787515033,0.14285714285714285,0.16171516073229317,True
27,8,Juan Pablo Di Pace,Cheryl Burke,30.0,0.12216367696653362,0.18633540372670807,0.30849908069324167,False
27,8,Milo Manheim,Witney Carson,27.5,0.3052132264818715,0.17080745341614906,0.47602067989802055,False
27,9,Alexis Ren,Alan Bersten,28.5,0.35263786807909125,0.24675324675324675,0.599391114832338,False
27,9,Bobby Bones,Sharna Burgess,27.0,0.052885221562816075,0.23376623376623376,0.28665145532904984,False
27,9,Evanna Lynch,Keo Motsepe,30.0,0.325765647284811,0.2597402597402597,0.5855059070250708,False
27,9,Milo Manheim,Witney Carson,30.0,0.26871126307328164,0.2597402597402597,0.5284515228135414,False
