season,week,celebrity_name,ballroom_partner,fan_share
10,8,Chad Ochocinco,Cheryl Burke,0.14182644069882389
10,8,Erin Andrews,Maksim Chmerkoskiy,0.09490590246272398
10,8,Evan Lysacek,Anna Trebunskaya,0.368000255388641
10,8,Nicole Scherzinger,Derek Hough,0.3614313407697664
10,8,Niecy Nash,Louis van Amstel,0.03383606068004476
10,9,Chad Ochocinco,Cheryl Burke,0.10426902553567739
10,9,Erin Andrews,Maksim Chmerkoskiy,0.19145093101578844
10,9,Evan Lysacek,Anna Trebunskaya,0.30031751428597175
10,9,Nicole Scherzinger,Derek Hough,0.4039625291625624
10,10,Erin Andrews,Maksim Chmerkoskiy,0.18564836269502769
10,10,Evan Lysacek,Anna Trebunskaya,0.41827211986156276
10,10,Nicole Scherzinger,Derek Hough,0.39607951744340963
11,1,Audrina Patridge,Tony Dovolani,0.12665712299788978
11,1,Brandy,Maksim Chmerkoskiy,0.12179717914743587
11,1,Bristol Palin,Mark Ballas,0.13237367160514624
11,1,David Hasselhoff,Kym Johnson,0.028912467290780324
11,1,Florence Henderson,Corky Ballas,0.017587589900077104
11,1,Jennifer Grey,Derek Hough,0.06297242869659171
11,1,Kurt Warner,Anna Trebunskaya,0.07797790898168833
11,1,Kyle Massey,Lacey Schwimmer,0.17671975936537815
11,1,Margaret Cho,Louis van Amstel,0.0544252387383683
11,1,Michael Bolton,Chelsie Hightower,0.03261149516337237
11,1,Rick Fox,Cheryl Burke,0.08257428076065404
11,1,The Situation,Karina Smirnoff,0.08539085735261776
11,2,Audrina Patridge,Tony Dovolani,0.0950944765562841
11,2,Brandy,Maksim Chmerkoskiy,0.18476501030495662
11,2,Bristol Palin,Mark Ballas,0.05470104820241458
11,2,Florence Henderson,Corky Ballas,0.005670815696622063
11,2,Jennifer Grey,Derek Hough,0.2012124306723951
11,2,Kurt Warner,Anna Trebunskaya,0.04765021162283591
11,2,Kyle Massey,Lacey Schwimmer,0.31577491753950043
11,2,Margaret Cho,Louis van Amstel,0.00542844781878913
11,2,Michael Bolton,Chelsie Hightower,0.0049671633484721315
11,2,Rick Fox,Cheryl Burke,0.07621847722706525
11,2,The Situation,Karina Smirnoff,0.008517001010664726
11,3,Audrina Patridge,Tony Dovolani,0.3267471865494982
11,3,Brandy,Maksim Chmerkoskiy,0.05832642497528971
11,3,Bristol Palin,Mark Ballas,0.15820706974235524
11,3,Florence Henderson,Corky Ballas,0.004337857451937611
11,3,Jennifer Grey,Derek Hough,0.17432284055090946
11,3,Kurt Warner,Anna Trebunskaya,0.03765205948289107
11,3,Kyle Massey,Lacey Schwimmer,0.17699528669783865
11,3,Margaret Cho,Louis van Amstel,0.008220932610180042
11,3,Rick Fox,Cheryl Burke,0.04124728180251306
11,3,The Situation,Karina Smirnoff,0.013943060136586957
11,4,Audrina Patridge,Tony Dovolani,0.43935033249573596
11,4,Brandy,Maksim Chmerkoskiy,0.18034936313320024
11,4,Bristol Palin,Mark Ballas,0.02098427246322525
11,4,Florence Henderson,Corky Ballas,0.00504597913610828
11,4,Jennifer Grey,Derek Hough,0.10330589367086784
11,4,Kurt Warner,Anna Trebunskaya,0.03827079454259736
11,4,Kyle Massey,Lacey Schwimmer,0.0922133396018166
11,4,Rick Fox,Cheryl Burke,0.09598090443659713
11,4,The Situation,Karina Smirnoff,0.024499120519851238
11,5,Audrina Patridge,Tony Dovolani,0.20048340976568288
11,5,Brandy,Maksim Chmerkoskiy,0.30604831823845685
11,5,Bristol Palin,Mark Ballas,0.03393355871848207
11,5,Florence Henderson,Corky Ballas,0.010351734516999294
11,5,Jennifer Grey,Derek Hough,0.2015892008217349
11,5,Kurt Warner,Anna Trebunskaya,0.034376059977177374
11,5,Kyle Massey,Lacey Schwimmer,0.14740931593312054
11,5,Rick Fox,Cheryl Burke,0.06580840202834604
11,6,Audrina Patridge,Tony Dovolani,0.12138171966226326
11,6,Brandy,Maksim Chmerkoskiy,0.46448413275945166
11,6,Bristol Palin,Mark Ballas,0.040235455730695986
11,6,Jennifer Grey,Derek Hough,0.11689902056438585
11,6,Kurt Warner,Anna Trebunskaya,0.08563446430592675
11,6,Kyle Massey,Lacey Schwimmer,0.058369176722345026
11,6,Rick Fox,Cheryl Burke,0.11299603025493148
11,7,Brandy,Maksim Chmerkoskiy,0.47797319172765734
11,7,Bristol Palin,Mark Ballas,0.09521193417558116
11,7,Jennifer Grey,Derek Hough,0.056280227239603874
11,7,Kurt Warner,Anna Trebunskaya,0.040234476029824134
11,7,Kyle Massey,Lacey Schwimmer,0.1922835367463204
11,7,Rick Fox,Cheryl Burke,0.13801663408101306
11,8,Brandy,Maksim Chmerkoskiy,0.41472529383336526
11,8,Bristol Palin,Mark Ballas,0.09249572263250297
11,8,Jennifer Grey,Derek Hough,0.205566021364078
11,8,Kurt Warner,Anna Trebunskaya,0.13838058957785157
11,8,Kyle Massey,Lacey Schwimmer,0.1488323725922021
11,9,Brandy,Maksim Chmerkoskiy,0.33743088486386486
11,9,Bristol Palin,Mark Ballas,0.1359015214917138
11,9,Jennifer Grey,Derek Hough,0.19867816370223482
11,9,Kyle Massey,Lacey Schwimmer,0.32798942994218644
11,10,Bristol Palin,Mark Ballas,0.23071835367900048
11,10,Jennifer Grey,Derek Hough,0.28986385542275533
11,10,Kyle Massey,Lacey Schwimmer,0.4794177908982441
12,1,Chelsea Kane,Mark Ballas,0.1640950886987473
12,1,Chris Jericho,Cheryl Burke,0.07477101262051906
12,1,Hines Ward,Kym Johnson,0.10924478118536958
12,1,Kendra Wilkinson,Louis van Amstel,0.12053575485438035
12,1,Kirstie Alley,Maksim Chmerkoskiy,0.047857973445065316
12,1,Mike Catherwood,Lacey Schwimmer,0.07659048913953621
12,1,Petra Nemcova,Dmitry Chaplin,0.09791153913130161
12,1,Ralph Macchio,Karina Smirnoff,0.07307919205429711
12,1,Romeo,Chelsie Hightower,0.14441965660884873
12,1,Sugar Ray Leonard,Anna Trebunskaya,0.042308771569828076
12,1,Wendy Williams,Tony Dovolani,0.04918574069210668
12,2,Chelsea Kane,Mark Ballas,0.1844378547583794
12,2,Chris Jericho,Cheryl Burke,0.07082452824725818
12,2,Hines Ward,Kym Johnson,0.17279769864851183
12,2,Kendra Wilkinson,Louis van Amstel,0.043102824659463496
12,2,Kirstie Alley,Maksim Chmerkoskiy,0.10451511122712367
12,2,Mike Catherwood,Lacey Schwimmer,0.00880501213508382
12,2,Petra Nemcova,Dmitry Chaplin,0.033504619064570175
12,2,Ralph Macchio,Karina Smirnoff,0.2290207181503219
12,2,Romeo,Chelsie Hightower,0.136797051296665
12,2,Sugar Ray Leonard,Anna Trebunskaya,0.0084297589799459
12,2,Wendy Williams,Tony Dovolani,0.007764822832676593
12,3,Chelsea Kane,Mark Ballas,0.050087011324237124
12,3,Chris Jericho,Cheryl Burke,0.16525573204342606
12,3,Hines Ward,Kym Johnson,0.26093792043142144
12,3,Kendra Wilkinson,Louis van Amstel,0.08083318611177702
12,3,Kirstie Alley,Maksim Chmerkoskiy,0.026922876511845172
12,3,Petra Nemcova,Dmitry Chaplin,0.04153337892359188
12,3,Ralph Macchio,Karina Smirnoff,0.056454441008028454
12,3,Romeo,Chelsie Hightower,0.3065208829317445
12,3,Sugar Ray Leonard,Anna Trebunskaya,0.005513558433144259
12,3,Wendy Williams,Tony Dovolani,0.005941012280784117
12,4,Chelsea Kane,Mark Ballas,0.21010809261239183
12,4,Chris Jericho,Cheryl Burke,0.0377430711801074
12,4,Hines Ward,Kym Johnson,0.27602864755169293
12,4,Kendra Wilkinson,Louis van Amstel,0.12827038084479647
12,4,Kirstie Alley,Maksim Chmerkoskiy,0.017380731479006477
12,4,Petra Nemcova,Dmitry Chaplin,0.259733862598176
12,4,Ralph Macchio,Karina Smirnoff,0.032293242962900516
12,4,Romeo,Chelsie Hightower,0.029688018855832186
12,4,Sugar Ray Leonard,Anna Trebunskaya,0.008753951915096132
12,5,Chelsea Kane,Mark Ballas,0.46061138810085617
12,5,Chris Jericho,Cheryl Burke,0.061258487812817425
12,5,Hines Ward,Kym Johnson,0.18571070215903074
12,5,Kendra Wilkinson,Louis van Amstel,0.018650859852005267
12,5,Kirstie Alley,Maksim Chmerkoskiy,0.01131210590189066
12,5,Petra Nemcova,Dmitry Chaplin,0.06377571667783992
12,5,Ralph Macchio,Karina Smirnoff,0.08036042438621739
12,5,Romeo,Chelsie Hightower,0.11832031510934246
12,6,Chelsea Kane,Mark Ballas,0.2406998841534385
12,6,Chris Jericho,Cheryl Burke,0.09605696369795731
12,6,Hines Ward,Kym Johnson,0.31709933359936615
12,6,Kendra Wilkinson,Louis van Amstel,0.04276713393435096
12,6,Kirstie Alley,Maksim Chmerkoskiy,0.02590437310079407
12,6,Ralph Macchio,Karina Smirnoff,0.01719337049606034
12,6,Romeo,Chelsie Hightower,0.2602789410180327
12,7,Chelsea Kane,Mark Ballas,0.37056110098970263
12,7,Hines Ward,Kym Johnson,0.14838872111872375
12,7,Kendra Wilkinson,Louis van Amstel,0.083878486616642
12,7,Kirstie Alley,Maksim Chmerkoskiy,0.033688857826144905
12,7,Ralph Macchio,Karina Smirnoff,0.029761021474617004
12,7,Romeo,Chelsie Hightower,0.3337218119741696
12,8,Chelsea Kane,Mark Ballas,0.32389698043700177
12,8,Hines Ward,Kym Johnson,0.36291608925391877
12,8,Kirstie Alley,Maksim Chmerkoskiy,0.030178223282679897
12,8,Ralph Macchio,Karina Smirnoff,0.16348675516007297
12,8,Romeo,Chelsie Hightower,0.11952195186632654
12,9,Chelsea Kane,Mark Ballas,0.6513203341831143
12,9,Hines Ward,Kym Johnson,0.25277298922639607
12,9,Kirstie Alley,Maksim Chmerkoskiy,0.05789611068011978
12,9,Ralph Macchio,Karina Smirnoff,0.03801056591036975
12,10,Chelsea Kane,Mark Ballas,0.6296439725141233
12,10,Hines Ward,Kym Johnson,0.2926446174026379
12,10,Kirstie Alley,Maksim Chmerkoskiy,0.07771141008323883
13,1,Carson Kressley,Anna Trebunskaya,0.059534176374484216
13,1,Chaz Bono,Lacey Schwimmer,0.057506819286955585
13,1,Chynna Phillips,Tony Dovolani,0.07895876656663949
13,1,David Arquette,Kym Johnson,0.06977067047425015
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,0.06858830369497414
13,1,Hope Solo,Maksim Chmerkoskiy,0.11831050471034464
13,1,J.R. Martinez,Karina Smirnoff,0.1271127879529845
13,1,Kristin Cavallari,Mark Ballas,0.13284009027313895
13,1,Metta World Peace (Ron),Peta Murgatroyd,0.07332838745810241
13,1,Nancy Grace,Tristan MacManus,0.040207608817132826
13,1,Ricki Lake,Derek Hough,0.07137646760109587
13,1,Rob Kardashian,Cheryl Burke,0.10246541678989718
13,2,Carson Kressley,Anna Trebunskaya,0.019864607942915825
13,2,Chaz Bono,Lacey Schwimmer,0.018361745467546715
13,2,Chynna Phillips,Tony Dovolani,0.182684140687077
13,2,David Arquette,Kym Johnson,0.033752060575675986
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,0.008141197258514428
13,2,Hope Solo,Maksim Chmerkoskiy,0.15310323725522576
13,2,J.R. Martinez,Karina Smirnoff,0.34705346126070685
13,2,Kristin Cavallari,Mark Ballas,0.11838368288660739
13,2,Nancy Grace,Tristan MacManus,0.007813539654540371
13,2,Ricki Lake,Derek Hough,0.09093023522408188
13,2,Rob Kardashian,Cheryl Burke,0.019912091787107667
13,3,Carson Kressley,Anna Trebunskaya,0.01074502257510487
13,3,Chaz Bono,Lacey Schwimmer,0.00501924013075228
13,3,Chynna Phillips,Tony Dovolani,0.05333339047981319
13,3,David Arquette,Kym Johnson,0.011056680769245078
13,3,Hope Solo,Maksim Chmerkoskiy,0.027996283391398247
13,3,J.R. Martinez,Karina Smirnoff,0.25232887971124035
13,3,Kristin Cavallari,Mark Ballas,0.2487197873051785
13,3,Nancy Grace,Tristan MacManus,0.029675814295583428
13,3,Ricki Lake,Derek Hough,0.2764935140282336
13,3,Rob Kardashian,Cheryl Burke,0.08463138731345046
13,4,Carson Kressley,Anna Trebunskaya,0.018224600170570694
13,4,Chaz Bono,Lacey Schwimmer,0.00888495281608095
13,4,Chynna Phillips,Tony Dovolani,0.12707359521854739
13,4,David Arquette,Kym Johnson,0.04925247295448156
13,4,Hope Solo,Maksim Chmerkoskiy,0.08506779884773259
13,4,J.R. Martinez,Karina Smirnoff,0.27507344849133597
13,4,Nancy Grace,Tristan MacManus,0.009317335416425702
13,4,Ricki Lake,Derek Hough,0.3223815578705573
13,4,Rob Kardashian,Cheryl Burke,0.10472423821426784
13,5,Carson Kressley,Anna Trebunskaya,0.011086984559492127
13,5,Chaz Bono,Lacey Schwimmer,0.0236208505357408
13,5,David Arquette,Kym Johnson,0.06489331075565755
13,5,Hope Solo,Maksim Chmerkoskiy,0.14034049702070425
13,5,J.R. Martinez,Karina Smirnoff,0.3221496008060851
13,5,Nancy Grace,Tristan MacManus,0.01792988192958687
13,5,Ricki Lake,Derek Hough,0.2176967265039964
13,5,Rob Kardashian,Cheryl Burke,0.2022821478887368
13,6,Chaz Bono,Lacey Schwimmer,0.020870787439448587
13,6,David Arquette,Kym Johnson,0.12406191826639376
13,6,Hope Solo,Maksim Chmerkoskiy,0.0804294871198545
13,6,J.R. Martinez,Karina Smirnoff,0.4488071804401014
13,6,Nancy Grace,Tristan MacManus,0.029429298176301744
13,6,Ricki Lake,Derek Hough,0.07855848009488342
13,6,Rob Kardashian,Cheryl Burke,0.21784284846301646
13,7,David Arquette,Kym Johnson,0.0903500851645263
13,7,Hope Solo,Maksim Chmerkoskiy,0.0777810701781357
13,7,J.R. Martinez,Karina Smirnoff,0.3427193287371756
13,7,Nancy Grace,Tristan MacManus,0.08719598677246632
13,7,Ricki Lake,Derek Hough,0.26215181601746
13,7,Rob Kardashian,Cheryl Burke,0.13980171313023612
13,8,Hope Solo,Maksim Chmerkoskiy,0.19610090356551915
13,8,J.R. Martinez,Karina Smirnoff,0.1815587310704897
13,8,Nancy Grace,Tristan MacManus,0.02816319785015956
13,8,Ricki Lake,Derek Hough,0.25416671166172405
13,8,Rob Kardashian,Cheryl Burke,0.3400104558521076
13,9,Hope Solo,Maksim Chmerkoskiy,0.20306996491193718
13,9,J.R. Martinez,Karina Smirnoff,0.39706216183022347
13,9,Ricki Lake,Derek Hough,0.19014867162227353
13,9,Rob Kardashian,Cheryl Burke,0.20971920163556584
13,10,J.R. Martinez,Karina Smirnoff,0.23764629001498708
13,10,Ricki Lake,Derek Hough,0.29840533725422
13,10,Rob Kardashian,Cheryl Burke,0.463948372730793
14,1,Donald Driver,Peta Murgatroyd,0.07927848016948512
14,1,Gavin DeGraw,Karina Smirnoff,0.08172150010447517
14,1,Gladys Knight,Tristan MacManus,0.03030897326890613
14,1,Jack Wagner,Anna Trebunskaya,0.04879329122943657
14,1,Jaleel White,Kym Johnson,0.11160553606122554
14,1,Katherine Jenkins,Mark Ballas,0.1339028728683432
14,1,Maria Menounos,Derek Hough,0.09106328762128085
14,1,Martina Navratilova,Tony Dovolani,0.04086921367589235
14,1,Melissa Gilbert,Maksim Chmerkoskiy,0.0516245351125863
14,1,Roshon Fegan,Chelsie Hightower,0.14786459235786664
14,1,Sherri Sheperd,Valentin Chmerkovskiy,0.06437780018577685
14,1,William Levy,Cheryl Burke,0.11858991734472522
14,2,Donald Driver,Peta Murgatroyd,0.020712335666055945
14,2,Gavin DeGraw,Karina Smirnoff,0.007122745586799022
14,2,Gladys Knight,Tristan MacManus,0.01569080829916008
14,2,Jack Wagner,Anna Trebunskaya,0.027306132056876542
14,2,Jaleel White,Kym Johnson,0.2153826524739688
14,2,Katherine Jenkins,Mark Ballas,0.3410000574781702
14,2,Maria Menounos,Derek Hough,0.024736034379937915
14,2,Martina Navratilova,Tony Dovolani,0.003048283968691544
14,2,Melissa Gilbert,Maksim Chmerkoskiy,0.004327671281582338
14,2,Roshon Fegan,Chelsie Hightower,0.11353161814332291
14,2,Sherri Sheperd,Valentin Chmerkovskiy,0.04397945047054112
14,2,William Levy,Cheryl Burke,0.18316221019489354
14,3,Donald Driver,Peta Murgatroyd,0.060327444800924404
14,3,Gavin DeGraw,Karina Smirnoff,0.015180493550840406
14,3,Gladys Knight,Tristan MacManus,0.0020400121312000143
14,3,Jack Wagner,Anna Trebunskaya,0.008064374790462039
14,3,Jaleel White,Kym Johnson,0.025800169183187414
14,3,Katherine Jenkins,Mark Ballas,0.29006528017122873
14,3,Maria Menounos,Derek Hough,0.1230143426356685
14,3,Melissa Gilbert,Maksim Chmerkoskiy,0.005593920327750263
14,3,Roshon Fegan,Chelsie Hightower,0.31308014921618815
14,3,Sherri Sheperd,Valentin Chmerkovskiy,0.02612737551625196
14,3,William Levy,Cheryl Burke,0.1307064376762982
14,4,Donald Driver,Peta Murgatroyd,0.10677755121363318
14,4,Gavin DeGraw,Karina Smirnoff,0.016335389655631236
14,4,Gladys Knight,Tristan MacManus,0.004265579681084471
14,4,Jaleel White,Kym Johnson,0.04691890263052633
14,4,Katherine Jenkins,Mark Ballas,0.3452081960389926
14,4,Maria Menounos,Derek Hough,0.16921583788877148
14,4,Melissa Gilbert,Maksim Chmerkoskiy,0.008801873581416519
14,4,Roshon Fegan,Chelsie Hightower,0.10351107715331417
14,4,Sherri Sheperd,Valentin Chmerkovskiy,0.009406532284229423
14,4,William Levy,Cheryl Burke,0.1895590598724007
14,5,Donald Driver,Peta Murgatroyd,0.2891715975351509
14,5,Gavin DeGraw,Karina Smirnoff,0.04930790574417568
14,5,Gladys Knight,Tristan MacManus,0.002996432254586373
14,5,Jaleel White,Kym Johnson,0.027396684731116148
14,5,Katherine Jenkins,Mark Ballas,0.12989292983786802
14,5,Maria Menounos,Derek Hough,0.19375557394328244
14,5,Melissa Gilbert,Maksim Chmerkoskiy,0.016279605284123682
14,5,Roshon Fegan,Chelsie Hightower,0.24888464651285727
14,5,William Levy,Cheryl Burke,0.04231462415683944
14,6,Donald Driver,Peta Murgatroyd,0.11454524054150166
14,6,Gladys Knight,Tristan MacManus,0.007867164698010652
14,6,Jaleel White,Kym Johnson,0.0517405191005242
14,6,Katherine Jenkins,Mark Ballas,0.32942389237039765
14,6,Maria Menounos,Derek Hough,0.10502096934180859
14,6,Melissa Gilbert,Maksim Chmerkoskiy,0.01228668297415486
14,6,Roshon Fegan,Chelsie Hightower,0.08736342024778458
14,6,William Levy,Cheryl Burke,0.29175211072581775
14,7,Donald Driver,Peta Murgatroyd,0.09470514615135994
14,7,Jaleel White,Kym Johnson,0.1924160490471005
14,7,Katherine Jenkins,Mark Ballas,0.39385537800638265
14,7,Maria Menounos,Derek Hough,0.06428190494157107
14,7,Melissa Gilbert,Maksim Chmerkoskiy,0.040238297448412445
14,7,Roshon Fegan,Chelsie Hightower,0.05462140877361814
14,7,William Levy,Cheryl Burke,0.1598818156315552
14,8,Donald Driver,Peta Murgatroyd,0.11698916753179862
14,8,Katherine Jenkins,Mark Ballas,0.24689773389786773
14,8,Maria Menounos,Derek Hough,0.3184588555506405
14,8,Melissa Gilbert,Maksim Chmerkoskiy,0.02097451845969856
14,8,Roshon Fegan,Chelsie Hightower,0.1353447501611397
14,8,William Levy,Cheryl Burke,0.1613349743988548
14,9,Donald Driver,Peta Murgatroyd,0.1582804017623326
14,9,Katherine Jenkins,Mark Ballas,0.19153845330902355
14,9,Maria Menounos,Derek Hough,0.12394234001226086
14,9,William Levy,Cheryl Burke,0.526238804916383
14,10,Donald Driver,Peta Murgatroyd,0.27250026261049465
14,10,Katherine Jenkins,Mark Ballas,0.2674631024572246
14,10,William Levy,Cheryl Burke,0.46003663493228086
15,1,Apolo Anton Ohno,Karina Smirnoff,0.09590084670675293
15,1,Bristol Palin,Mark Ballas,0.10461323974629222
15,1,Drew Lachey,Anna Trebunskaya,0.06757383628581412
15,1,Emmitt Smith,Cheryl Burke,0.0677770417965852
15,1,Gilles Marini,Peta Murgatroyd,0.081006755712709
15,1,Helio Castroneves,Chelsie Hightower,0.06527269928739818
15,1,Joey Fatone,Kym Johnson,0.06712388705253484
15,1,Kelly Monaco,Valentin Chmerkovskiy,0.06469376518545118
15,1,Kirstie Alley,Maksim Chmerkoskiy,0.024536700867895257
15,1,Melissa Rycroft,Tony Dovolani,0.08435937476061181
15,1,Pamela Anderson,Tristan MacManus,0.04107592902633721
15,1,Sabrina Bryan,Louis van Amstel,0.1004556894890563
15,1,Shawn Johnson,Derek Hough,0.1356102340825617
15,2,Apolo Anton Ohno,Karina Smirnoff,0.10687776795672388
15,2,Bristol Palin,Mark Ballas,0.009709587471513605
15,2,Drew Lachey,Anna Trebunskaya,0.028962943915072897
15,2,Emmitt Smith,Cheryl Burke,0.19627791754475363
15,2,Gilles Marini,Peta Murgatroyd,0.21220287750586536
15,2,Helio Castroneves,Chelsie Hightower,0.032213640530131406
15,2,Joey Fatone,Kym Johnson,0.010202599246923613
15,2,Kelly Monaco,Valentin Chmerkovskiy,0.02719381010898175
15,2,Kirstie Alley,Maksim Chmerkoskiy,0.0018242480077780253
15,2,Melissa Rycroft,Tony Dovolani,0.02112287703828791
15,2,Sabrina Bryan,Louis van Amstel,0.19930773667762686
15,2,Shawn Johnson,Derek Hough,0.15410399399634112
15,3,Apolo Anton Ohno,Karina Smirnoff,0.102417056534506
15,3,Bristol Palin,Mark Ballas,0.007054375195583442
15,3,Drew Lachey,Anna Trebunskaya,0.018681936732616478
15,3,Emmitt Smith,Cheryl Burke,0.015218766845727262
15,3,Gilles Marini,Peta Murgatroyd,0.16341554998242153
15,3,Helio Castroneves,Chelsie Hightower,0.03916733490538185
15,3,Kelly Monaco,Valentin Chmerkovskiy,0.01101625195596182
15,3,Kirstie Alley,Maksim Chmerkoskiy,0.002559480421787013
15,3,Melissa Rycroft,Tony Dovolani,0.0884254245804169
15,3,Sabrina Bryan,Louis van Amstel,0.30883678659018865
15,3,Shawn Johnson,Derek Hough,0.2432070362554091
15,4,Apolo Anton Ohno,Karina Smirnoff,0.05792396913125852
15,4,Bristol Palin,Mark Ballas,0.010283048625372753
15,4,Emmitt Smith,Cheryl Burke,0.015624175895274164
15,4,Gilles Marini,Peta Murgatroyd,0.05782435143199599
