season,week,celebrity_name,ballroom_partner,J,f,j_share,combined_approx,is_eliminated_this_week
4,3,Shandi Finnessey,Brian Fortuna,21.0,0.012434976981846904,0.0963302752293578,0.10876525221120471,True
4,4,Apolo Anton Ohno,Julianne Hough,26.0,0.14684565553616774,0.1368421052631579,0.2836877607993257,False
4,4,Billy Ray Cyrus,Karina Smirnoff,21.0,0.025553040850921246,0.11052631578947368,0.13607935664039492,False
4,4,Clyde Drexler,Elena Grinenko,15.0,0.007245714128285599,0.07894736842105263,0.08619308254933823,False
4,4,Heather Mills,Jonathan Roberts,23.0,0.1923934894689363,0.12105263157894737,0.31344612104788366,False
4,4,Ian Ziering,Cheryl Burke,24.0,0.17212269472740302,0.12631578947368421,0.2984384842010872,False
4,4,Joey Fatone,Kym Johnson,28.0,0.31487486340582144,0.14736842105263157,0.462243284458453,False
4,4,John Ratzenberger,Edyta Sliwinska,16.0,0.006126670972541992,0.08421052631578947,0.09033719728833146,False
4,4,Laila Ali,Maksim Chmerkoskiy,21.0,0.04448305722667278,0.11052631578947368,0.15500937301614645,False
4,4,Leeza Gibbons,Tony Dovolani,16.0,0.0903548136832498,0.08421052631578947,0.17456533999903928,True
4,5,Apolo Anton Ohno,Julianne Hough,30.0,0.35584150852373936,0.17045454545454544,0.5262960539782848,False
4,5,Billy Ray Cyrus,Karina Smirnoff,17.0,0.02790745461027083,0.09659090909090909,0.12449836370117992,False
4,5,Clyde Drexler,Elena Grinenko,13.0,0.0071767338135406865,0.07386363636363637,0.08104037017717705,True
4,5,Heather Mills,Jonathan Roberts,21.0,0.0674098531093045,0.11931818181818182,0.18672803492748632,False
4,5,Ian Ziering,Cheryl Burke,24.0,0.10410875174434678,0.13636363636363635,0.24047238810798313,False
4,5,Joey Fatone,Kym Johnson,25.0,0.34973942563564764,0.14204545454545456,0.4917848801811022,False
4,5,John Ratzenberger,Edyta Sliwinska,18.0,0.008292485472839062,0.10227272727272728,0.11056521274556634,False
4,5,Laila Ali,Maksim Chmerkoskiy,28.0,0.07952378709031106,0.1590909090909091,0.23861469618122017,False
4,6,Apolo Anton Ohno,Julianne Hough,28.0,0.43940508568649433,0.16470588235294117,0.6041109680394355,False
4,6,Billy Ray Cyrus,Karina Smirnoff,21.0,0.016896557207755823,0.12352941176470589,0.1404259689724617,False
4,6,Heather Mills,Jonathan Roberts,23.0,0.04587851252867073,0.13529411764705881,0.18117263017572954,True
4,6,Ian Ziering,Cheryl Burke,24.0,0.05879179496455834,0.1411764705882353,0.19996826555279362,False
4,6,Joey Fatone,Kym Johnson,27.0,0.16778722570613755,0.1588235294117647,0.3266107551179023,False
4,6,John Ratzenberger,Edyta Sliwinska,19.0,0.013270088776241197,0.11176470588235295,0.12503479465859416,False
4,6,Laila Ali,Maksim Chmerkoskiy,28.0,0.257970735130142,0.16470588235294117,0.42267661748308316,False
4,7,Apolo Anton Ohno,Julianne Hough,27.0,0.3409048430187168,0.17475728155339806,0.5156621245721149,False
4,7,Billy Ray Cyrus,Karina Smirnoff,19.0,0.02483858708570338,0.12297734627831715,0.14781593336402052,False
4,7,Ian Ziering,Cheryl Burke,27.0,0.07123967272645011,0.17475728155339806,0.2459969542798482,False
4,7,Joey Fatone,Kym Johnson,29.5,0.19875370863700692,0.19093851132686085,0.38969221996386777,False
4,7,John Ratzenberger,Edyta Sliwinska,22.5,0.011525648131162788,0.14563106796116504,0.15715671609232784,True
4,7,Laila Ali,Maksim Chmerkoskiy,29.5,0.3527375404009599,0.19093851132686085,0.5436760517278207,False
4,8,Apolo Anton Ohno,Julianne Hough,29.0,0.223231011123452,0.23107569721115537,0.4543067083346074,False
4,8,Billy Ray Cyrus,Karina Smirnoff,19.0,0.027428186326264273,0.15139442231075698,0.17882260863702126,True
4,8,Ian Ziering,Cheryl Burke,23.5,0.08371555951507717,0.18725099601593626,0.27096655553101345,False
4,8,Joey Fatone,Kym Johnson,27.5,0.353058529029137,0.21912350597609562,0.5721820350052326,False
4,8,Laila Ali,Maksim Chmerkoskiy,26.5,0.3125667140060695,0.21115537848605578,0.5237220924921253,False
4,9,Apolo Anton Ohno,Julianne Hough,29.5,0.4359778561916112,0.2489451476793249,0.6849230038709362,False
4,9,Ian Ziering,Cheryl Burke,29.0,0.07485044741590802,0.24472573839662448,0.3195761858125325,True
4,9,Joey Fatone,Kym Johnson,30.0,0.28394836071265445,0.25316455696202533,0.5371129176746798,False
4,9,Laila Ali,Maksim Chmerkoskiy,30.0,0.20522333567982634,0.25316455696202533,0.45838789264185165,False
4,10,Apolo Anton Ohno,Julianne Hough,29.3332,0.2908307723921666,0.33976850076853665,0.6305992731607033,False
4,10,Joey Fatone,Kym Johnson,28.6665,0.35048189157531373,0.3320460681848982,0.6825279597602119,False
4,10,Laila Ali,Maksim Chmerkoskiy,28.333200000000005,0.35868733603251973,0.3281854310465651,0.6868727670790848,False
